Bird Species
Blue-naped Chlorophonia
Beautiful Woodpecker
Snowy-browed Flycatcher
Rhinoceros Hornbill
Phainopepla
Dot-backed Antbird
Common Snipe
White-winged Black Tit
African Pipit
Yellow-tailed Black Cockatoo
Alor Myzomela
Papuan Mountain Pigeon
Grey-throated Barbet
Bearded Barbet
Pin-tailed Whydah
Chestnut-bellied Fantail
Singing Cisticola
Barred Tinamou
Salvadori's Teal
Forest Kingfisher
Pale Baywing
Slaty-backed Gull
Sooty Grassquit
Rufous-naped Bellbird
Aceh Bulbul
Shaft-tailed Whydah
Puna Miner
Red-naped Fruit Dove
Imperial Snipe
Rufous-naped Lark
Grey-headed Antbird
Grey-capped Warbler
Laughing Dove
Western Gerygone
Brown Cacholote
Blackish Nightjar
Restless Flycatcher
Parodi's Hemispingus
Blackthroat
Yellow-eyed Junco
Philippine Scops Owl
Montane Widowbird
Slender-billed Parakeet
Guatemalan Tyrannulet
Horned Puffin
Long-tailed Sylph
Buzzing Flowerpecker
Mamberamo Shrikethrush
Cooper's Hawk
Kashmir Nuthatch
Princess Stephanie's Astrapia
Sri Lanka Junglefowl
Black-capped Apalis
Oriental Darter
Cuban Pygmy Owl
Araripe Manakin
Caatinga Puffbird
White-throated Kingfisher
Brandt's Mountain Finch
Yelkouan Shearwater
Great Rufous Woodcreeper
Blue-tailed Bee-eater
Slaty-backed Chat-Tyrant
Silver-tipped Imperial Pigeon
Blue-headed Macaw
Buff-bellied Pipit
Spotted Wood Kingfisher
St. Lucia Amazon
Band-tailed Nighthawk
Diederik Cuckoo
Red-and-white Crake
Hooded Merganser
Purple-tailed Imperial Pigeon
Babbling Starling
Camiguin Hanging Parrot
Northern Schiffornis
Seychelles Bulbul
Olrog's Cinclodes
Plain-winged Antshrike
Three-toed Swiftlet
Malia
Lemon-breasted Canary
Yellow-billed Cotinga
Madagascar Rail
White-crowned Lapwing
Wilson's Plover
Zambezi Indigobird
White-starred Robin
Golden-winged Laughingthrush
Black-headed Tailorbird
Sinaloa Crow
Painted Spurfowl
Grey-breasted Wood Wren
St. Helena Cuckoo
Rusty-crowned Ground Sparrow
Eastern Wattled Cuckooshrike
Rufous-headed Woodpecker
Sumatran Trogon
Varied Solitaire
Stark's Lark
Wedge-tailed Shearwater
Rusty-fronted Barwing
Spot-flanked Barbet
Grey-hooded Fulvetta
Dull-colored Grassquit
Monteiro's Hornbill
Scale-throated Hermit
Streaked Shearwater
Banded Prinia
White-winged Scoter
Kessler's Thrush
Fea's Petrel
Grey-capped Cicadabird
White-throated Francolin
Nankeen Kestrel
Acadian Flycatcher
Dark-sided Thrush
Dusky-blue Flycatcher
Rufous-collared Kingfisher
Bat Falcon
Standardwing
Wood Stork
Crested Goshawk
Lemon-bellied Flyrobin
Burmese Shrike
Bare-eyed Pigeon
Fringe-backed Fire-eye
Grey Friarbird
Common Redshank
Caspian Snowcock
Fernwren
Tawny Grassbird
Red-throated Tit
Olive-winged Bulbul
Bonin Petrel
Thick-billed Grasswren
Lined Seedeater
Spiny Babbler
Stripe-crowned Spinetail
Spix's Warbling Antbird
Wing-barred Seedeater
Anchieta's Barbet
Himalayan Monal
Dagua Thrush
Black-breasted Puffbird
Square-tailed Drongo-Cuckoo
South African Cliff Swallow
Double-collared Seedeater
Rufous-bellied Kookaburra
Indian Black-lored Tit
Australian Swiftlet
Spotted Honeyeater
Bonin Thrush
Iberian Grey Shrike
Banded Wren
Beautiful Fruit Dove
Scaly-bellied Woodpecker
Australian Painted-snipe
Fiery-billed Aracari
Rusty-crowned Tit-Spinetail
Crimson-collared Grosbeak
Black-necked Stork
Collared Antshrike
Black-headed Parrotbill
Stierling's Woodpecker
Chestnut-bellied Rock Thrush
Cream-throated White-eye
Blue-throated Hillstar
Long-tailed Paradise Whydah
Pallid Honeyguide
Golden Nightjar
Red-eyed Dove
Common Starling
Moustached Laughingthrush
Sulawesi Babbler
Lesser Honeyguide
Storm's Stork
Orange-banded Flycatcher
Brown-capped Vireo
Bahia Antwren
Lina's Sunbird
Fulvous-headed Brushfinch
Rufous-throated Solitaire
Rufous-breasted Accentor
Mountain Trogon
Band-rumped Storm Petrel
Sharpe's Akalat
Silvery Grebe
Grey-tailed Piha
White-headed Duck
South American Painted-snipe
Jamaican Becard
Mariana Crow
Red-billed Tyrannulet
Mountain Greenbul
Sao Paulo Tyrannulet
Plain-winged Antwren
Cinereous Mourner
Grandala
Grey-legged Tinamou
Short-tailed Parrotbill
Violaceous Jay
Spotted Nightjar
Strange-tailed Tyrant
Desert Cisticola
Matsudaira's Storm Petrel
Azure Tit
Atlantic Canary
Chestnut-winged Chachalaca
Buckley's Forest Falcon
African Green Pigeon
Black Lark
Chapin's Apalis
Syrian Woodpecker
Glossy-mantled Manucode
Spotted Antpitta
Royal Tern
Sagebrush Sparrow
Yellow-sided Flowerpecker
Paradise Drongo
Grey Grasswren
Golden-fronted Fulvetta
Chestnut-cheeked Starling
New Zealand Merganser
Hook-billed Kingfisher
Przevalski's Nuthatch
Sao Tome Scops Owl
Steely-vented Hummingbird
Biak Scrubfowl
Cinnamon Attila
Black-throated Barbet
Red-capped Robin-Chat
Bermuda Saw-whet Owl
Scaled Antbird
Carolina Wren
Kosrae Starling
Buff-cheeked Greenlet
Palawan Bulbul
Northern Rosella
Principe Thrush
Seram Bush Warbler
White-shouldered Black Tit
Great-billed Mannikin
Blue-and-yellow Tanager
Bald Eagle
Markham's Storm Petrel
Black Bushbird
Blue-backed Conebill
Colombian Grebe
Peruvian Booby
Common Gull
Barred Warbler
Cuban Parakeet
Olive Warbler
Carolina Chickadee
Grey Seedeater
Cuban Amazon
Brown-streaked Flycatcher
Common Redstart
Painted Stork
Blue-headed Vireo
Brown Illadopsis
Fulvous-headed Tanager
White-eared Myza
Elfin Woods Warbler
Green Longtail
Buff-spotted Flameback
Three-toed Parrotbill
Grenada Dove
Andaman Serpent Eagle
Black-headed Greenfinch
Little Spiderhunter
Long-bearded Honeyeater
Black-billed Peppershrike
King of Saxony Bird-of-paradise
Rufous-fronted Wood Quail
Stripe-breasted Starthroat
Festive Amazon
Compact Weaver
White-throated Jungle Flycatcher
Scaled Flowerpiercer
African Penguin
Smew
Black-throated Laughingthrush
Caracas Tapaculo
Black-crested Titmouse
Andaman Cuckoo-Dove
Flutist Wren
Slaty-backed Flycatcher
Flat-billed Kingfisher
Malaysian Hawk-Cuckoo
Bare-crowned Antbird
Red-hooded Tanager
Crimson-winged Woodpecker
Cinnamon-browed Melidectes
Turquoise Tanager
Sulphur-rumped Tanager
Grey-headed Lovebird
Manipur Fulvetta
White-backed Mousebird
Black-winged Flycatcher-shrike
Blue-billed Teal
Scaly-breasted Honeyeater
Sumatran Green Pigeon
Echo Parakeet
Andean Gull
Ruaha Chat
Sulphur-winged Parakeet
Mountain Owlet-nightjar
White-thighed Hornbill
Mountain Peacock-Pheasant
Sunbittern
Oya Tabu White-eye
White-browed Babbler
Pygmy Longbill
Moustached Woodcreeper
Short-tailed Field Tyrant
Rufous Chatterer
Sulphur-bearded Reedhaunter
White-lined Antbird
Black-breasted Barbet
Arabian Scops Owl
Rose-throated Tanager
Eastern Grey Woodpecker
Blue Quail
Golden-crowned Flycatcher
Greater Flowerpiercer
Canary White-eye
Jerdon's Leafbird
Sooty Honeyeater
Rufous-collared Thrush
Biak White-eye
Little Bustard
Galapagos Flycatcher
Blue-and-white Swallow
Red-crowned Woodpecker
Paradise Riflebird
Arfak Astrapia
Tres Marias Amazon
Eastern Meadowlark
Three-toed Jacamar
Sooty Gull
Golden-naped Finch
Malabar Imperial Pigeon
Green-headed Oriole
Handsome Sunbird
Congo Serpent Eagle
Buff-tailed Sicklebill
Grey-capped Flycatcher
Metallic-green Tanager
Emerald Tanager
Miombo Tit
Brown-cheeked Hornbill
Rainbow Pitta
Barred Honey Buzzard
Slaty Bunting
Southern Mountain Cacique
Ampay Tapaculo
African Silverbill
Red-shouldered Blackbird
Ayacucho Thistletail
Grey Thornbill
Grey Currawong
Striated Starling
Pink-legged Graveteiro
Hill Swallow
Maroon-belted Chat-Tyrant
Sri Lanka Thrush
Furtive Flycatcher
Arnot's Chat
Ruffed Grouse
Apo Sunbird
Botha's Lark
Black-and-rufous Warbling Finch
Caatinga Cacholote
Western Screech Owl
Doubleday's Hummingbird
Blue-black Grassquit
Cook Reed Warbler
White-shouldered Tanager
Bengal Florican
Aztec Rail
Crested Bobwhite
Shy Heathwren
Black-breasted Parrotbill
Slate-colored Seedeater
Cassin's Auklet
Cinereous Conebill
Sira Barbet
Snow-capped Manakin
Vitelline Masked Weaver
Slaty Brushfinch
Chestnut Bulbul
Glow-throated Hummingbird
European Herring Gull
Rufous-gorgeted Flycatcher
Maxwell's Black Weaver
Long-billed Curlew
White-crested Turaco
Japanese Paradise Flycatcher
Blood-colored Woodpecker
Chestnut-breasted Whiteface
Collared Sunbird
European Rock Pipit
Tui Parakeet
Grey-headed Dove
Silver-beaked Tanager
Ashy-breasted Flycatcher
Pale Mountain Pigeon
Northern Masked Weaver
Long-tailed Honey Buzzard
Red-crowned Amazon
Dark Newtonia
Flappet Lark
Diard's Trogon
Chatham Parakeet
Negros Fruit Dove
Great Skua
Glossy-black Thrush
Swamp Boubou
Blue-crowned Manakin
Tanimbar Cuckoo-Dove
Marail Guan
Herald Petrel
Seychelles Sunbird
Banasura Laughingthrush
Black-throated Grosbeak
Pale-billed Hornbill
Bamenda Apalis
Grass-green Tanager
Tanimbar Friarbird
Palau Fruit Dove
Ochre Oriole
Black-headed Berryeater
Slaty-breasted Rail
Common Pheasant
Black-chinned Honeyeater
Blue-fronted Lancebill
Black-headed Parrot
Snowy-throated Kingbird
Buff-fronted Quail-Dove
Yellowish-streaked Honeyeater
Chaco Owl
Gadwall
Black-faced Canary
Alpine Swift
Rockrunner
Semicollared Flycatcher
Citrine Warbler
Moustached Wren
Grassland Yellow Finch
Meyer's Parrot
Chestnut-bellied Flowerpiercer
Alpine Chough
Black-tailed Myiobius
Great White Pelican
Rufous-tailed Jacamar
White-eyed Starling
Lark-like Brushrunner
Rufous-backed Sibia
Taita White-eye
Tatama Tapaculo
Kea
Clicking Shrike-babbler
Speckle-breasted Antpitta
Variable Oystercatcher
Crimson-browed Finch
Chestnut-tailed Starling
Biak Myzomela
Parakeet Auklet
Garden Emerald
Dwarf Honeyguide
Talaud Kingfisher
Fiscal Flycatcher
Yungas Tyrannulet
Australasian Shoveler
White-winged Apalis
Himalayan Swiftlet
White-bibbed Swallow
Purple Gallinule
Black-collared Lovebird
Modest Tiger Parrot
Rufescent Tiger Heron
Velvet-mantled Drongo
Bornean Peacock-Pheasant
Iriomote Tit
White-throated Rock Thrush
Bar-backed Partridge
Yellow-lored Bristlebill
Bicolored Scrubwren
Yellow-billed Kingfisher
Arabian Green Bee-eater
Pygmy Antwren
Crested Jay
Pied Starling
Grey-backed Tailorbird
Sandy Scops Owl
Eastern Kingbird
Blue-throated Bee-eater
Slender-billed Finch
Sharpe's Greenbul
Ecuadorian Piedtail
South Island Snipe
Black Cuckoo-Dove
California Gnatcatcher
Black-footed Albatross
Gilbert's Honeyeater
Gilt-edged Tanager
White-breasted Mesite
Black-throated Antshrike
Buff-tailed Coronet
Eurasian Wigeon
White-eyed Robin
Spotted Wren
Golden-naped Barbet
Short-tailed Grasswren
Inca Tern
Tanimbar Bush Warbler
Reddish-winged Bare-eye
Glossy Black Cockatoo
Coroneted Fruit Dove
North Melanesian Cuckooshrike
Littoral Rock Thrush
White-headed Buffalo Weaver
Ancash Tapaculo
Seychelles Kestrel
Rufous-fronted Bushtit
Choco Poorwill
Lesser Bird-of-paradise
Wing-banded Wren
Yellow-throated Warbler
Olivaceous Flycatcher
Western Orphean Warbler
Black-winged Saltator
Northern Catbird
Collared Lark
Pink-headed Warbler
Dark-eared Myza
Chestnut-capped Babbler
Perija Metaltail
Grey-headed Bushshrike
Waller's Starling
Red-crowned Parakeet
Green Pheasant
Hainan Blue Flycatcher
Horsfield's Babbler
Painted Tody-Flycatcher
Rufous-capped Antthrush
Rufous-cheeked Laughingthrush
Papuan Eagle
Gough Finch
Japanese Quail
Purple-breasted Sunbird
Marsh Sandpiper
Humboldt Penguin
Garnet-throated Hummingbird
Snowy-crowned Robin-Chat
Hooded Mannikin
Blackish Chat-Tyrant
Moss-backed Sparrow
Drakensberg Prinia
White-eared Puffbird
Black-and-buff Woodpecker
Large-billed Antwren
Sumba Flycatcher
Stejneger's Scoter
Rufous Sabrewing
Miombo Blue-eared Starling
Harris's Hawk
Chestnut-bellied Seed Finch
Chinese Hwamei
Hooded Berryeater
Guttulate Foliage-gleaner
Pink-throated Twinspot
White Woodpecker
Grey Vireo
Worcester's Buttonquail
Salvadori's Seedeater
Kosrae Fruit Dove
Chestnut-winged Hookbill
Willow Tit
Cerulean-capped Manakin
Yellow-breasted Greenfinch
Golden-breasted Starling
Shear-tailed Grey Tyrant
Gilbert's Whistler
Spotted Thrush-Babbler
Cream-browed White-eye
Caspian Tern
Rufous-fronted Prinia
Stripe-breasted Tit
Large Woodshrike
Yellowish Flycatcher
Choco Tapaculo
Black-throated Coucal
Sillem's Mountain Finch
Golden Tanager
Biak Scops Owl
White-winged Cliff Chat
Tibetan Snowfinch
Salvin's Albatross
Black-headed Duck
Green Iora
Hooded Cuckooshrike
Chestnut-tipped Toucanet
Naga Wren-Babbler
Javan Myna
Great Shearwater
Usambiro Barbet
Upcher's Warbler
Shelley's Starling
Pale Rockfinch
Javan Woodcock
Double-banded Greytail
Spur-winged Lapwing
Pearl Kite
Samoan Whistler
Little Forktail
White-breasted Waterhen
Grenada Flycatcher
Paradise Jacamar
Harlequin Quail
Sunda Cuckooshrike
Carolinian Reed Warbler
Cameroon Sunbird
Chestnut-capped Blackbird
Williamson's Sapsucker
Huallaga Tanager
White-rumped Sandpiper
Providencia Vireo
Blue-billed Curassow
Inambari Woodcreeper
Fox Kestrel
Black Bishop
New Ireland Dwarf Kingfisher
Plain Antvireo
Variegated Bristle Tyrant
Cozumel Emerald
Grey Emutail
Common Loon
Cinnamon-rumped Trogon
Kosrae White-eye
San Cristobal Flycatcher
Gorgeted Puffleg
White-rumped Snowfinch
Choco Warbler
Papuan White-eye
Green-fronted White-eye
White-shouldered Triller
White-necked Laughingthrush
African Hawk-Eagle
Striolated Manakin
Woodpecker Finch
Greater Yellow Finch
Blue Eared Pheasant
Grey-hooded Bush Tanager
Short-tailed Pipit
Blue-winged Parrot
Grey Honeyeater
Sand Partridge
Grey-banded Mannikin
Jackal Buzzard
Green Oriole
Philippine Leafbird
Narcissus Flycatcher
Southern Double-collared Sunbird
Moustached Treeswift
Brown-chested Barbet
Pearly Antshrike
Huet's Fulvetta
Great Antpitta
White-crested Coquette
Rufous-bellied Thrush
Pied Thrush
Philippine Coucal
Ruddy-headed Goose
Rufous-tailed Xenops
Eastern Rosella
Bornean Barbet
Bahia Tapaculo
Black-bellied Seedeater
Black-capped Donacobius
Lark Sparrow
Long-toed Stint
Scaly-breasted Thrasher
Puna Yellow Finch
Northern Yellow White-eye
Chaco Puffbird
Galah
Huon Melidectes
Rufous-naped Tit
Torresian Imperial Pigeon
Chestnut-breasted Cuckoo
Finsch's Francolin
Spot-breasted Ibis
Snow Partridge
Madagascar Mannikin
Taiwan Bamboo Partridge
Nepal Fulvetta
Bar-tailed Cuckoo-Dove
Rufous Shrikethrush
White-crowned Shama
Mountain Bamboo Partridge
Lesser Nothura
Sulu Pygmy Woodpecker
Hose's Broadbill
Olive-backed Quail-Dove
European Green Woodpecker
Red Goshawk
Striolated Tit-Spinetail
Flying Steamer Duck
Tufted Titmouse
Delta Amacuro Softtail
Seram White-eye
Streak-headed Mannikin
Passenger Pigeon
Morningbird
Opal-crowned Manakin
Solitary Eagle
Reddish Egret
Eurasian Bullfinch
Malayan Crested Argus
Black-sided Flowerpecker
Mongolian Lark
Tolima Dove
Rosy Thrush-tanager
Yellow-breasted Boubou
Spot-winged Thrush
Giant Scops Owl
White-ruffed Manakin
Arabian Serin
Black Baza
Short-tailed Antthrush
Silver-backed Butcherbird
Icterine Greenbul
Red-chested Owlet
Rufous-sided Broadbill
Red-shouldered Hawk
Ruddy Woodcreeper
Ayacucho Antpitta
Wild Turkey
Cocos Cuckoo
Oriental Magpie-Robin
Ruddy Crake
Grey Partridge
Bee Hummingbird
Straw-headed Bulbul
White-bellied Drongo
Indian Cormorant
Chilean Hawk
Abyssinian Roller
Eye-ringed Thistletail
White Wagtail
Bismarck White-eye
Common Moorhen
Ryukyu Scops Owl
Black-backed Butcherbird
Pale-headed Brushfinch
Black-browed Babbler
Rock Parrot
Sumba Boobook
Spotted Owlet
Little Rush Warbler
Brown Tit-Babbler
Yellow-billed Amazon
Lowland Akalat
Red-faced Liocichla
Juba Weaver
Black-tailed Monarch
Steller's Sea Eagle
Braun's Bushshrike
Spot-winged Monarch
Grauer's Warbler
Streak-throated Swallow
Oustalet's Sunbird
White-eyed Foliage-gleaner
Song Thrush
Montane Tiny Greenbul
Penan Bulbul
Eurasian Pygmy Owl
White-breasted Ground Dove
Grey-throated Chat
Marico Flycatcher
Papuan King Parrot
Long-tailed Bush Warbler
White-throated Manakin
African Grey Hornbill
Taita Falcon
Thick-billed Lark
Glittering-throated Emerald
Golden-winged Warbler
Northern Fulmar
Amazonian Motmot
Aguiguan Reed Warbler
Pink-footed Goose
Dusky-headed Parakeet
Roviana Rail
Mauritius Sheldgoose
Giant Pitta
Willow Ptarmigan
Guatemalan Pygmy Owl
Cinnamon Screech Owl
Orange-bellied Antwren
Red-fronted Tinkerbird
Dusky-capped Flycatcher
Green-headed Hillstar
Bell's Vireo
Papuan Black Myzomela
Black-capped Chickadee
Mindoro Hawk-Owl
See-see Partridge
Andean Solitaire
Indonesian Honeyeater
Javan Cuckooshrike
Mediterranean Short-toed Lark
Green-backed Camaroptera
Red-headed Barbet
Hawaiian Coot
Blue-banded Pitta
Magnificent Sunbird
Wompoo Fruit Dove
Sulphur-vented Whistler
Brown Oriole
Mascarene Parrot
Falcated Duck
Eastern Parotia
Burrowing Owl
Solomons Nightjar
Northern Bobwhite
Bare-eyed White-eye
Chinese White-browed Rosefinch
Riparian Antbird
Slaty Flowerpiercer
Sapphire-vented Puffleg
Tiger Shrike
Gurney's Sugarbird
Black-tailed Gull
Lance-tailed Manakin
Mountain Wagtail
Slender-billed Grackle
Rufous-breasted Sabrewing
Flores Crow
Spot-breasted Wren
Tumbesian Tyrannulet
Mid-mountain Berrypecker
Varzea Piculet
Yucatan Woodpecker
Sepia-brown Wren
Indian White-eye
Southern Shrikebill
Swainson's Spurfowl
Two-barred Crossbill
Burmese Nuthatch
Visayan Blue Fantail
Yellow-shouldered Amazon
Yellow-billed Pintail
Grey-fronted Honeyeater
Carp's Tit
Grey-barred Wren
Plain-crested Elaenia
Nankeen Night Heron
Giant Nuthatch
Ludwig's Bustard
Brown-backed Honeybird
Golden-capped Parakeet
Reischek's Parakeet
Rufous-breasted Spinetail
Obscure Honeyeater
Three-banded Rosefinch
Moustached Barbet
Finsch's Parakeet
Lowland Sooty Boubou
Scrub Tanager
Wandering Albatross
Rusty-headed Spinetail
Kerguelen Tern
Blue-mantled Crested Flycatcher
Crimson-rumped Toucanet
Great Inca Finch
Silver Oriole
Roseate Spoonbill
Pipipi
Dimorphic Dwarf Kingfisher
Slaty-backed Hemispingus
Western Capercaillie
White-throated Bush Chat
White-rumped Munia
African Firefinch
Ochre-collared Piculet
Black-chested Tyrant
Streamer-tailed Tyrant
Grey-sided Laughingthrush
Red-legged Kittiwake
Rusty Sparrow
Slaty-breasted Wood Rail
Black-bellied Tern
Red-headed Manakin
Rennell Fantail
Temminck's Tragopan
Yellow-bellied Prinia
Cape Verde Swift
Amazonian Barred Woodcreeper
Whooper Swan
Anjouan Brush Warbler
White-winged Grosbeak
Blue-tailed Emerald
Whiskered Myiobius
Streaked Bowerbird
Oriental Skylark
Olive Ibis
Green-naped Tanager
Diademed Amazon
Musk Lorikeet
Eastern Chat-Tanager
Baikal Bush Warbler
Maroon Oriole
Ornate Flycatcher
Rufous-breasted Chat-Tyrant
Pale-eyed Thrush
Bare-eyed Myna
Tristram's Starling
Sooty Babbler
Southern Red Bishop
Rufous-naped Greenlet
Caspian Plover
Grauer's Swamp Warbler
Donaldson Smith's Sparrow-Weaver
Long-billed Woodcreeper
Chinese Francolin
Sooty-headed Wren
Red-kneed Dotterel
Teardrop White-eye
Little Friarbird
Egyptian Nightjar
Melanesian Whistler
Wetar Myzomela
White-tailed Sabrewing
